Source Name	Material Type	Characteristics[Organism]	Characteristics[Population]	Characteristics[CellType]	Characteristics[Observation]	Characteristics[Individual]	Protocol REF	Extract Name	Material Type	Protocol REF	Labeled Extract Name	Label	Protocol REF	Hybridization Name	Array Design REF	Protocol REF	Array Data File	Comment [ArrayExpress FTP file]	Protocol REF	Normalization Name	Derived Array Data Matrix File	Comment [Derived ArrayExpress FTP file]	Factor Value[INDIVIDUAL]	Factor Value[POPULATION]	Factor Value[SIGNAL]
NA18508	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18508	P-MTAB-13849	NA18508	total_RNA	P-MTAB-13850	NA18508	biotin	P-MTAB-13851	NA18508_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18508	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18508	HapMap YRI	HIGH
NA18516	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18516	P-MTAB-13849	NA18516	total_RNA	P-MTAB-13850	NA18516	biotin	P-MTAB-13851	NA18516_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18516	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18516	HapMap YRI	LOW
NA18516	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18516	P-MTAB-13849	NA18516	total_RNA	P-MTAB-13850	NA18516	biotin	P-MTAB-13851	NA18516_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18516	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18516	HapMap YRI	HIGH
NA18517	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18517	P-MTAB-13849	NA18517	total_RNA	P-MTAB-13850	NA18517	biotin	P-MTAB-13851	NA18517_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18517	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18517	HapMap YRI	LOW
NA18517	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18517	P-MTAB-13849	NA18517	total_RNA	P-MTAB-13850	NA18517	biotin	P-MTAB-13851	NA18517_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18517	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18517	HapMap YRI	HIGH
NA18519	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18519	P-MTAB-13849	NA18519	total_RNA	P-MTAB-13850	NA18519	biotin	P-MTAB-13851	NA18519_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18519	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18519	HapMap YRI	LOW
NA18519	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18519	P-MTAB-13849	NA18519	total_RNA	P-MTAB-13850	NA18519	biotin	P-MTAB-13851	NA18519_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18519	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18519	HapMap YRI	HIGH
NA18520	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18520	P-MTAB-13849	NA18520	total_RNA	P-MTAB-13850	NA18520	biotin	P-MTAB-13851	NA18520_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18520	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18520	HapMap YRI	HIGH
NA18520	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18520	P-MTAB-13849	NA18520	total_RNA	P-MTAB-13850	NA18520	biotin	P-MTAB-13851	NA18520_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18520	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18520	HapMap YRI	HIGH
NA18522	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18522	P-MTAB-13849	NA18522	total_RNA	P-MTAB-13850	NA18522	biotin	P-MTAB-13851	NA18522_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18522	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18522	HapMap YRI	LOW
NA18522	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18522	P-MTAB-13849	NA18522	total_RNA	P-MTAB-13850	NA18522	biotin	P-MTAB-13851	NA18522_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18522	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18522	HapMap YRI	HIGH
NA18852	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18852	P-MTAB-13849	NA18852	total_RNA	P-MTAB-13850	NA18852	biotin	P-MTAB-13851	NA18852_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18852	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18852	HapMap YRI	LOW
NA18852	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18852	P-MTAB-13849	NA18852	total_RNA	P-MTAB-13850	NA18852	biotin	P-MTAB-13851	NA18852_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18852	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18852	HapMap YRI	HIGH
NA18853	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18853	P-MTAB-13849	NA18853	total_RNA	P-MTAB-13850	NA18853	biotin	P-MTAB-13851	NA18853_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18853	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18853	HapMap YRI	LOW
NA18853	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18853	P-MTAB-13849	NA18853	total_RNA	P-MTAB-13850	NA18853	biotin	P-MTAB-13851	NA18853_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18853	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18853	HapMap YRI	HIGH
NA18855	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18855	P-MTAB-13849	NA18855	total_RNA	P-MTAB-13850	NA18855	biotin	P-MTAB-13851	NA18855_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18855	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18855	HapMap YRI	LOW
NA18855	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18855	P-MTAB-13849	NA18855	total_RNA	P-MTAB-13850	NA18855	biotin	P-MTAB-13851	NA18855_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18855	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18855	HapMap YRI	HIGH
NA18858	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18858	P-MTAB-13849	NA18858	total_RNA	P-MTAB-13850	NA18858	biotin	P-MTAB-13851	NA18858_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18858	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18858	HapMap YRI	LOW
NA18858	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18858	P-MTAB-13849	NA18858	total_RNA	P-MTAB-13850	NA18858	biotin	P-MTAB-13851	NA18858_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18858	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18858	HapMap YRI	HIGH
NA18859	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18859	P-MTAB-13849	NA18859	total_RNA	P-MTAB-13850	NA18859	biotin	P-MTAB-13851	NA18859_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18859	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18859	HapMap YRI	LOW
NA18859	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18859	P-MTAB-13849	NA18859	total_RNA	P-MTAB-13850	NA18859	biotin	P-MTAB-13851	NA18859_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18859	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18859	HapMap YRI	HIGH
NA18861	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18861	P-MTAB-13849	NA18861	total_RNA	P-MTAB-13850	NA18861	biotin	P-MTAB-13851	NA18861_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18861	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18861	HapMap YRI	LOW
NA18861	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18861	P-MTAB-13849	NA18861	total_RNA	P-MTAB-13850	NA18861	biotin	P-MTAB-13851	NA18861_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18861	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18861	HapMap YRI	HIGH
NA18862	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18862	P-MTAB-13849	NA18862	total_RNA	P-MTAB-13850	NA18862	biotin	P-MTAB-13851	NA18862_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18862	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18862	HapMap YRI	LOW
NA18862	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18862	P-MTAB-13849	NA18862	total_RNA	P-MTAB-13850	NA18862	biotin	P-MTAB-13851	NA18862_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18862	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18862	HapMap YRI	HIGH
NA18867	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18867	P-MTAB-13849	NA18867	total_RNA	P-MTAB-13850	NA18867	biotin	P-MTAB-13851	NA18867_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18867	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18867	HapMap YRI	LOW
NA18867	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18867	P-MTAB-13849	NA18867	total_RNA	P-MTAB-13850	NA18867	biotin	P-MTAB-13851	NA18867_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18867	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18867	HapMap YRI	HIGH
NA18868	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18868	P-MTAB-13849	NA18868	total_RNA	P-MTAB-13850	NA18868	biotin	P-MTAB-13851	NA18868_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18868	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18868	HapMap YRI	LOW
NA18868	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18868	P-MTAB-13849	NA18868	total_RNA	P-MTAB-13850	NA18868	biotin	P-MTAB-13851	NA18868_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18868	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18868	HapMap YRI	HIGH
NA18870	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18870	P-MTAB-13849	NA18870	total_RNA	P-MTAB-13850	NA18870	biotin	P-MTAB-13851	NA18870_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18870	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18870	HapMap YRI	LOW
NA18870	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18870	P-MTAB-13849	NA18870	total_RNA	P-MTAB-13850	NA18870	biotin	P-MTAB-13851	NA18870_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18870	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18870	HapMap YRI	HIGH
NA18871	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18871	P-MTAB-13849	NA18871	total_RNA	P-MTAB-13850	NA18871	biotin	P-MTAB-13851	NA18871_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18871	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18871	HapMap YRI	LOW
NA18871	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18871	P-MTAB-13849	NA18871	total_RNA	P-MTAB-13850	NA18871	biotin	P-MTAB-13851	NA18871_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18871	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18871	HapMap YRI	HIGH
NA18874	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18874	P-MTAB-13849	NA18874	total_RNA	P-MTAB-13850	NA18874	biotin	P-MTAB-13851	NA18874_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18874	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18874	HapMap YRI	LOW
NA18874	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18874	P-MTAB-13849	NA18874	total_RNA	P-MTAB-13850	NA18874	biotin	P-MTAB-13851	NA18874_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18874	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18874	HapMap YRI	HIGH
NA18909	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18909	P-MTAB-13849	NA18909	total_RNA	P-MTAB-13850	NA18909	biotin	P-MTAB-13851	NA18909_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18909	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18909	HapMap YRI	LOW
NA18909	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18909	P-MTAB-13849	NA18909	total_RNA	P-MTAB-13850	NA18909	biotin	P-MTAB-13851	NA18909_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18909	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18909	HapMap YRI	HIGH
NA18910	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18910	P-MTAB-13849	NA18910	total_RNA	P-MTAB-13850	NA18910	biotin	P-MTAB-13851	NA18910_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18910	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18910	HapMap YRI	LOW
NA18910	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18910	P-MTAB-13849	NA18910	total_RNA	P-MTAB-13850	NA18910	biotin	P-MTAB-13851	NA18910_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18910	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18910	HapMap YRI	HIGH
NA18912	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18912	P-MTAB-13849	NA18912	total_RNA	P-MTAB-13850	NA18912	biotin	P-MTAB-13851	NA18912_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18912	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18912	HapMap YRI	LOW
NA18912	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18912	P-MTAB-13849	NA18912	total_RNA	P-MTAB-13850	NA18912	biotin	P-MTAB-13851	NA18912_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18912	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18912	HapMap YRI	HIGH
NA18913	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18913	P-MTAB-13849	NA18913	total_RNA	P-MTAB-13850	NA18913	biotin	P-MTAB-13851	NA18913_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18913	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18913	HapMap YRI	LOW
NA18913	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18913	P-MTAB-13849	NA18913	total_RNA	P-MTAB-13850	NA18913	biotin	P-MTAB-13851	NA18913_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18913	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18913	HapMap YRI	HIGH
NA18916	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18916	P-MTAB-13849	NA18916	total_RNA	P-MTAB-13850	NA18916	biotin	P-MTAB-13851	NA18916_1_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18916	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18916	HapMap YRI	LOW
NA18916	cell	Homo sapiens	HapMap YRI	lymphoblastoid	african	NA18916	P-MTAB-13849	NA18916	total_RNA	P-MTAB-13850	NA18916	biotin	P-MTAB-13851	NA18916_2_1	A-MEXP-930	P-MTAB-13852	YRI.raw_data.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.raw.2.zip	P-MTAB-13853	NA18916	YRI_p3_expression.txt	ftp://ftp.ebi.ac.uk/pub/databases/microarray/data/experiment/MTAB/E-MTAB-264/E-MTAB-264.processed.1.zip	NA18916	HapMap YRI	HIGH
